ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Best Position,Best Overall Rating,Release Clause,DefensiveAwareness,liga,posiciones
176676, Marcelo,32,https://cdn.sofifa.com/players/176/676/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,83,83,Real Madrid,https://cdn.sofifa.com/teams/243/light_30.png,€16M,€170K,2209,Left,4.0,4.0,5.0,High/ Low,PLAYER_BODY_TYPE_353,Yes,SUB,12.0,"Jan 1, 2007",,2022,5'9,165lbs,84.0,73.0,73.0,81.0,63.0,89.0,84.0,67.0,77.0,91.0,81.0,78.0,83.0,82.0,85.0,81.0,76.0,74.0,76.0,70.0,80.0,80.0,81.0,78.0,59.0,82.0,,77.0,79.0,12.0,5.0,5.0,5.0,9.0,LB,83.0,€32.8M,71.0,Santander,Otro
193747, Koke,28,https://cdn.sofifa.com/players/193/747/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,85,85,Atlético Madrid,https://cdn.sofifa.com/teams/240/light_30.png,€38M,€92K,2205,Right,3.0,4.0,3.0,High/ High,Normal (170-185),Yes,RCM,6.0,"Jan 1, 2011",,2024,5'9,170lbs,85.0,72.0,61.0,87.0,56.0,80.0,85.0,76.0,85.0,84.0,68.0,66.0,73.0,88.0,80.0,83.0,63.0,94.0,75.0,80.0,79.0,80.0,82.0,85.0,59.0,84.0,,80.0,70.0,14.0,12.0,5.0,10.0,13.0,CM,85.0,€77.9M,75.0,Santander,Otro
209989, T. Partey,27,https://cdn.sofifa.com/players/209/989/20_60.png,Ghana,https://cdn.sofifa.com/flags/gh.png,84,85,Atlético Madrid,https://cdn.sofifa.com/teams/240/light_30.png,€35M,€81K,2192,Right,2.0,3.0,3.0,Medium/ High,Normal (185+),Yes,SUB,5.0,"Jul 1, 2015",,2023,6'1,170lbs,74.0,68.0,68.0,86.0,56.0,84.0,69.0,70.0,84.0,83.0,68.0,74.0,75.0,85.0,50.0,86.0,83.0,92.0,82.0,85.0,84.0,84.0,73.0,84.0,49.0,86.0,,85.0,81.0,11.0,13.0,9.0,9.0,7.0,CM,85.0,€74.4M,81.0,Santander,Otro
226161, Marcos Llorente,25,https://cdn.sofifa.com/players/226/161/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,82,85,Atlético Madrid,https://cdn.sofifa.com/teams/240/light_30.png,€27.5M,€65K,2190,Right,1.0,3.0,3.0,High/ High,Lean (170-185),Yes,SUB,14.0,"Jul 1, 2019",,2024,6'0,163lbs,73.0,74.0,67.0,84.0,62.0,82.0,73.0,58.0,82.0,83.0,79.0,88.0,75.0,84.0,69.0,75.0,66.0,86.0,81.0,74.0,83.0,82.0,82.0,80.0,64.0,82.0,,80.0,74.0,13.0,6.0,6.0,11.0,15.0,CM,84.0,€58.4M,79.0,Santander,Otro
228702, F. de Jong,23,https://cdn.sofifa.com/players/228/702/20_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,85,90,FC Barcelona,https://cdn.sofifa.com/teams/241/light_30.png,€50.5M,€190K,2185,Right,3.0,3.0,4.0,Medium/ High,PLAYER_BODY_TYPE_264,Yes,LCM,21.0,"Jul 1, 2019",,2024,5'11,163lbs,75.0,63.0,66.0,90.0,69.0,87.0,84.0,64.0,86.0,88.0,80.0,80.0,83.0,88.0,79.0,68.0,76.0,90.0,74.0,61.0,70.0,82.0,73.0,86.0,45.0,90.0,,76.0,77.0,7.0,13.0,10.0,10.0,9.0,CM,87.0,€107.3M,76.0,Santander,Otro
171579, Raúl García,33,https://cdn.sofifa.com/players/171/579/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,80,80,Athletic Club de Bilbao,https://cdn.sofifa.com/teams/448/light_30.png,€9.5M,€33K,2182,Right,2.0,3.0,3.0,Medium/ Medium,Normal (170-185),Yes,ST,22.0,"Aug 31, 2015",,2021,6'0,183lbs,80.0,83.0,90.0,83.0,55.0,80.0,78.0,68.0,82.0,84.0,45.0,46.0,57.0,83.0,63.0,85.0,92.0,75.0,85.0,86.0,84.0,69.0,84.0,83.0,81.0,82.0,,74.0,63.0,14.0,16.0,14.0,16.0,15.0,CM,81.0,€20M,69.0,Santander,Delanteros
180206, M. Pjanić,30,https://cdn.sofifa.com/players/180/206/20_60.png,Bosnia Herzegovina,https://cdn.sofifa.com/flags/ba.png,85,85,FC Barcelona,https://cdn.sofifa.com/teams/241/light_30.png,€35.5M,€220K,2181,Right,3.0,4.0,3.0,Medium/ Medium,Normal (170-185),Yes,SUB,8.0,"Aug 24, 2020",,2024,5'10,159lbs,81.0,56.0,60.0,90.0,72.0,86.0,86.0,92.0,87.0,89.0,68.0,66.0,75.0,84.0,81.0,78.0,59.0,81.0,59.0,82.0,70.0,78.0,68.0,88.0,79.0,86.0,,76.0,70.0,7.0,7.0,13.0,7.0,8.0,CM,85.0,€72.8M,78.0,Santander,Otro
239053, F. Valverde,21,https://cdn.sofifa.com/players/239/053/20_60.png,Uruguay,https://cdn.sofifa.com/flags/uy.png,83,90,Real Madrid,https://cdn.sofifa.com/teams/243/light_30.png,€36M,€135K,2173,Right,1.0,3.0,3.0,High/ High,Lean (170-185),Yes,SUB,15.0,"Jul 22, 2016",,2025,6'0,172lbs,66.0,70.0,59.0,85.0,70.0,79.0,70.0,66.0,84.0,82.0,82.0,89.0,76.0,84.0,69.0,80.0,59.0,86.0,79.0,81.0,81.0,81.0,76.0,80.0,59.0,82.0,,80.0,76.0,6.0,10.0,6.0,15.0,8.0,CM,84.0,€81M,79.0,Santander,Otro
183512, Yuri Berchiche,30,https://cdn.sofifa.com/players/183/512/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,83,83,Athletic Club de Bilbao,https://cdn.sofifa.com/teams/448/light_30.png,€20.5M,€35K,2172,Left,2.0,3.0,3.0,High/ Medium,Normal (170-185),Yes,SUB,17.0,"Jul 2, 2018",,2022,5'11,176lbs,82.0,61.0,75.0,82.0,59.0,72.0,80.0,55.0,72.0,80.0,82.0,84.0,77.0,80.0,80.0,80.0,85.0,86.0,80.0,76.0,85.0,82.0,62.0,66.0,59.0,78.0,,80.0,77.0,12.0,13.0,9.0,8.0,11.0,LB,83.0,€43.1M,80.0,Santander,Otro
146536, Jesús Navas,34,https://cdn.sofifa.com/players/146/536/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,84,84,Sevilla FC,https://cdn.sofifa.com/teams/481/light_30.png,€11M,€43K,2170,Right,2.0,2.0,4.0,High/ Medium,Lean (170-),Yes,RB,16.0,"Jul 28, 2017",,2021,5'8,132lbs,83.0,66.0,75.0,81.0,75.0,84.0,82.0,46.0,75.0,83.0,90.0,84.0,81.0,84.0,84.0,75.0,63.0,81.0,39.0,70.0,75.0,83.0,81.0,80.0,56.0,81.0,,78.0,80.0,10.0,10.0,15.0,7.0,13.0,RB,84.0,€23.1M,81.0,Santander,Defensa
216189, Capa,28,https://cdn.sofifa.com/players/216/189/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,81,81,Athletic Club de Bilbao,https://cdn.sofifa.com/teams/448/light_30.png,€15M,€31K,2164,Right,1.0,3.0,3.0,High/ High,Stocky (170-185),Yes,RB,21.0,"Jul 2, 2018",,2022,5'9,165lbs,81.0,56.0,60.0,80.0,54.0,78.0,80.0,58.0,67.0,78.0,82.0,83.0,80.0,76.0,86.0,83.0,81.0,93.0,86.0,67.0,86.0,77.0,78.0,78.0,54.0,78.0,,78.0,76.0,12.0,13.0,6.0,12.0,11.0,RB,81.0,€31.5M,74.0,Santander,Defensa
186345, K. Trippier,29,https://cdn.sofifa.com/players/186/345/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,83,83,Atlético Madrid,https://cdn.sofifa.com/teams/240/light_30.png,€21.5M,€71K,2163,Right,2.0,4.0,3.0,High/ Medium,Normal (170-185),Yes,RB,23.0,"Jul 17, 2019",,2022,5'8,157lbs,86.0,48.0,74.0,80.0,58.0,74.0,86.0,82.0,79.0,83.0,74.0,72.0,73.0,81.0,77.0,75.0,76.0,88.0,64.0,70.0,70.0,79.0,73.0,80.0,66.0,77.0,,83.0,81.0,11.0,14.0,8.0,11.0,10.0,RB,83.0,€44.1M,77.0,Santander,Defensa
251573, Renan Lodi,22,https://cdn.sofifa.com/players/251/573/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,81,87,Atlético Madrid,https://cdn.sofifa.com/teams/240/light_30.png,€21.5M,€49K,2151,Left,1.0,3.0,4.0,High/ Medium,Lean (170-185),Yes,LB,12.0,"Jul 7, 2019",,2025,5'8,150lbs,81.0,64.0,68.0,76.0,59.0,81.0,81.0,57.0,75.0,81.0,85.0,83.0,83.0,80.0,82.0,76.0,76.0,84.0,69.0,68.0,78.0,76.0,76.0,73.0,54.0,79.0,,77.0,78.0,12.0,7.0,11.0,10.0,15.0,LB,81.0,€48.4M,75.0,Santander,Otro
182521, T. Kroos,30,https://cdn.sofifa.com/players/182/521/20_60.png,Germany,https://cdn.sofifa.com/flags/de.png,88,88,Real Madrid,https://cdn.sofifa.com/teams/243/light_30.png,€55M,€310K,2150,Right,4.0,5.0,3.0,Medium/ Medium,Normal (170-185),Yes,LCM,8.0,"Jul 17, 2014",,2023,6'0,168lbs,88.0,76.0,58.0,93.0,82.0,80.0,86.0,84.0,93.0,89.0,57.0,52.0,63.0,89.0,71.0,89.0,32.0,75.0,73.0,86.0,60.0,79.0,76.0,90.0,73.0,88.0,,73.0,60.0,10.0,11.0,13.0,7.0,10.0,CM,88.0,€112.8M,72.0,Santander,Otro
156519, H. Herrera,30,https://cdn.sofifa.com/players/156/519/20_60.png,Mexico,https://cdn.sofifa.com/flags/mx.png,81,81,Atlético Madrid,https://cdn.sofifa.com/teams/240/light_30.png,€16.5M,€62K,2147,Right,3.0,4.0,3.0,High/ High,Normal (185+),Yes,SUB,16.0,"Jul 3, 2019",,2022,6'1,176lbs,65.0,72.0,61.0,81.0,59.0,76.0,67.0,63.0,77.0,78.0,70.0,71.0,72.0,82.0,69.0,81.0,76.0,94.0,78.0,78.0,84.0,82.0,82.0,78.0,67.0,75.0,,82.0,67.0,6.0,10.0,15.0,7.0,16.0,CM,81.0,€33.8M,81.0,Santander,Otro
168651, I. Rakitić,32,https://cdn.sofifa.com/players/168/651/20_60.png,Croatia,https://cdn.sofifa.com/flags/hr.png,82,82,Sevilla FC,https://cdn.sofifa.com/teams/481/light_30.png,€17M,€39K,2142,Right,4.0,4.0,3.0,Medium/ Medium,Normal (170-185),Yes,LCM,10.0,"Sep 1, 2020",,2024,6'0,172lbs,84.0,77.0,59.0,85.0,81.0,78.0,88.0,82.0,86.0,82.0,62.0,60.0,69.0,80.0,62.0,84.0,34.0,75.0,71.0,76.0,67.0,79.0,79.0,84.0,82.0,80.0,,77.0,72.0,14.0,11.0,12.0,5.0,9.0,CM,82.0,€35.7M,76.0,Santander,Otro
164169, 19 Filipe Luís,32,https://cdn.sofifa.com/players/164/169/19_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,85,85,Atlético Madrid,https://cdn.sofifa.com/teams/240/light_30.png,€21.5M,€80K,2141,Left,3.0,3.0,3.0,High/ Medium,Lean (170-185),Yes,LB,3.0,"Jul 28, 2015",,2019,6'0,163lbs,86.0,59.0,72.0,80.0,56.0,77.0,74.0,75.0,77.0,83.0,76.0,75.0,74.0,85.0,62.0,71.0,69.0,89.0,73.0,60.0,81.0,84.0,71.0,70.0,65.0,88.0,78.0,84.0,86.0,11.0,15.0,9.0,9.0,5.0,LWB,83.0,€44.1M,,Santander,Otro
228618, F. Mendy,25,https://cdn.sofifa.com/players/228/618/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,83,88,Real Madrid,https://cdn.sofifa.com/teams/243/light_30.png,€30.5M,€160K,2141,Left,1.0,5.0,4.0,High/ High,PLAYER_BODY_TYPE_350,Yes,LB,23.0,"Jul 1, 2019",,2025,5'11,161lbs,78.0,63.0,72.0,80.0,50.0,80.0,72.0,35.0,78.0,78.0,91.0,92.0,80.0,82.0,78.0,69.0,78.0,88.0,79.0,64.0,82.0,79.0,80.0,75.0,49.0,78.0,,81.0,80.0,7.0,16.0,9.0,10.0,9.0,LB,83.0,€64.8M,77.0,Santander,Otro
204963, Carvajal,28,https://cdn.sofifa.com/players/204/963/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,86,86,Real Madrid,https://cdn.sofifa.com/teams/243/light_30.png,€38M,€230K,2133,Right,3.0,3.0,3.0,High/ High,PLAYER_BODY_TYPE_355,Yes,RB,2.0,"Jul 5, 2013",,2022,5'8,161lbs,84.0,51.0,72.0,83.0,49.0,78.0,76.0,47.0,74.0,84.0,79.0,80.0,79.0,84.0,81.0,68.0,77.0,89.0,74.0,47.0,84.0,83.0,75.0,74.0,45.0,82.0,,83.0,85.0,13.0,13.0,15.0,9.0,15.0,RB,86.0,€77.9M,83.0,Santander,Defensa
213565, T. Lemar,24,https://cdn.sofifa.com/players/213/565/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,81,85,Atlético Madrid,https://cdn.sofifa.com/teams/240/light_30.png,€23M,€54K,2132,Left,3.0,3.0,4.0,Medium/ Medium,Lean (170-185),Yes,SUB,11.0,"Jul 1, 2018",,2023,5'7,137lbs,83.0,75.0,54.0,81.0,76.0,84.0,85.0,81.0,75.0,85.0,81.0,79.0,88.0,77.0,83.0,79.0,69.0,74.0,54.0,77.0,63.0,66.0,77.0,81.0,68.0,79.0,,59.0,63.0,11.0,15.0,13.0,7.0,14.0,CAM,84.0,€48.9M,55.0,Santander,Otro
146954, 18 Gabi,33,https://cdn.sofifa.com/players/146/954/18_60.png,Spain,https://cdn.sofifa.com/flags/es.png,81,81,Atlético Madrid,https://cdn.sofifa.com/teams/240/light_30.png,€10.5M,€60K,2116,Right,3.0,3.0,2.0,Medium/ High,Normal (170-185),Yes,RCM,14.0,"Jul 1, 2011",,2018,5'11,163lbs,67.0,67.0,51.0,84.0,64.0,74.0,86.0,75.0,83.0,79.0,62.0,65.0,74.0,80.0,73.0,81.0,60.0,76.0,69.0,76.0,82.0,82.0,72.0,79.0,83.0,83.0,76.0,79.0,74.0,6.0,12.0,10.0,5.0,10.0,CM,80.0,€21.5M,,Santander,Otro
165153, K. Benzema,32,https://cdn.sofifa.com/players/165/153/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,89,89,Real Madrid,https://cdn.sofifa.com/teams/243/light_30.png,€53M,€350K,2111,Right,4.0,4.0,4.0,Medium/ Low,Normal (170-185),Yes,CF,9.0,"Jul 9, 2009",,2022,6'1,179lbs,75.0,88.0,91.0,86.0,86.0,87.0,81.0,73.0,73.0,90.0,77.0,72.0,79.0,91.0,69.0,84.0,79.0,78.0,80.0,79.0,63.0,39.0,90.0,87.0,84.0,90.0,,24.0,18.0,13.0,11.0,5.0,5.0,7.0,CF,89.0,€108.7M,47.0,Santander,Otro
193198, N. Gudelj,28,https://cdn.sofifa.com/players/193/198/20_60.png,Serbia,https://cdn.sofifa.com/flags/rs.png,79,80,Sevilla FC,https://cdn.sofifa.com/teams/481/light_30.png,€12.5M,€30K,2109,Right,2.0,2.0,3.0,Medium/ Medium,Normal (185+),No,SUB,6.0,"Jul 23, 2019",,2023,6'2,161lbs,74.0,58.0,73.0,82.0,69.0,67.0,80.0,79.0,78.0,80.0,61.0,65.0,61.0,75.0,57.0,85.0,67.0,85.0,86.0,81.0,83.0,75.0,65.0,74.0,74.0,80.0,,77.0,71.0,8.0,11.0,8.0,14.0,12.0,CDM,79.0,€27.2M,74.0,Santander,Otro
183277, E. Hazard,29,https://cdn.sofifa.com/players/183/277/20_60.png,Belgium,https://cdn.sofifa.com/flags/be.png,88,88,Real Madrid,https://cdn.sofifa.com/teams/243/light_30.png,€58M,€350K,2105,Right,4.0,4.0,4.0,High/ Medium,PLAYER_BODY_TYPE_356,Yes,LW,7.0,"Jul 1, 2019",,2024,5'9,163lbs,77.0,82.0,61.0,85.0,83.0,93.0,83.0,79.0,81.0,91.0,91.0,86.0,92.0,86.0,93.0,82.0,56.0,82.0,63.0,78.0,54.0,41.0,85.0,86.0,87.0,90.0,,27.0,22.0,11.0,12.0,6.0,8.0,8.0,LW,88.0,€118.9M,34.0,Santander,Delanteros
10535, 15 Xavi,34,https://cdn.sofifa.com/players/010/535/15_60.png,Spain,https://cdn.sofifa.com/flags/es.png,86,86,FC Barcelona,https://cdn.sofifa.com/teams/241/light_30.png,€15.5M,€160K,2104,Right,4.0,3.0,3.0,Medium/ Medium,Normal (170-),Yes,SUB,6.0,"Jul 1, 1998",,2020,5'7,148lbs,85.0,74.0,51.0,93.0,66.0,80.0,85.0,87.0,90.0,93.0,67.0,65.0,79.0,90.0,90.0,67.0,53.0,60.0,60.0,72.0,53.0,71.0,83.0,94.0,75.0,,55.0,61.0,59.0,5.0,15.0,12.0,5.0,9.0,CAM,85.0,,,Santander,Otro
189242, Coutinho,28,https://cdn.sofifa.com/players/189/242/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,83,83,FC Barcelona,https://cdn.sofifa.com/teams/241/light_30.png,€26M,€190K,2103,Right,4.0,4.0,5.0,Medium/ Medium,Lean (170-185),Yes,CAM,14.0,"Jan 6, 2018",,2023,5'8,150lbs,79.0,76.0,48.0,82.0,78.0,89.0,90.0,86.0,78.0,89.0,77.0,68.0,91.0,82.0,93.0,82.0,58.0,74.0,51.0,86.0,59.0,49.0,81.0,83.0,70.0,77.0,,54.0,47.0,12.0,7.0,9.0,14.0,6.0,CAM,83.0,€53.3M,55.0,Santander,Centrocampistas
214997, A. Correa,25,https://cdn.sofifa.com/players/214/997/20_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,82,85,Atlético Madrid,https://cdn.sofifa.com/teams/240/light_30.png,€28M,€65K,2101,Right,1.0,4.0,4.0,High/ Medium,Normal (170-185),Yes,RM,10.0,"Dec 13, 2014",,2024,5'7,154lbs,74.0,82.0,67.0,77.0,79.0,87.0,82.0,65.0,65.0,87.0,86.0,82.0,89.0,82.0,87.0,80.0,49.0,79.0,64.0,83.0,78.0,48.0,83.0,80.0,55.0,76.0,,53.0,44.0,13.0,10.0,9.0,8.0,16.0,CAM,84.0,€59.5M,58.0,Santander,Centrocampistas
222665, M. Ødegaard,21,https://cdn.sofifa.com/players/222/665/20_60.png,Norway,https://cdn.sofifa.com/flags/no.png,83,89,Real Madrid,https://cdn.sofifa.com/teams/243/light_30.png,€36M,€135K,2099,Left,3.0,2.0,5.0,Medium/ Medium,Lean (170-185),No,SUB,21.0,"Apr 29, 2015",,2023,5'10,150lbs,84.0,74.0,52.0,83.0,73.0,86.0,81.0,83.0,81.0,85.0,80.0,77.0,85.0,74.0,83.0,76.0,46.0,80.0,55.0,78.0,64.0,65.0,77.0,87.0,63.0,76.0,,49.0,51.0,14.0,15.0,15.0,8.0,10.0,CAM,85.0,€81M,65.0,Santander,Otro
199564, Sergi Roberto,28,https://cdn.sofifa.com/players/199/564/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,83,83,FC Barcelona,https://cdn.sofifa.com/teams/241/light_30.png,€22M,€175K,2094,Right,3.0,3.0,4.0,High/ Medium,Lean (170-185),Yes,RB,20.0,"Jul 1, 2013",,2022,5'10,150lbs,83.0,63.0,72.0,84.0,50.0,78.0,78.0,60.0,78.0,82.0,75.0,79.0,69.0,80.0,74.0,65.0,43.0,92.0,69.0,66.0,68.0,79.0,69.0,83.0,57.0,76.0,,79.0,78.0,14.0,16.0,11.0,15.0,10.0,RB,83.0,€45.1M,75.0,Santander,Defensa
